source,project_number,project_title,phase,recipient,geographic_distribution,location,description,collaborators,broad_header,section,include
BCSRIF,BCSRIF_2022_425,Empirically resolving interspecific competition experienced by North Pacific salmon in the open ocean,2,"University of British Columbia (Vancouver), Institute for the Oceans and Fisheries",BC Wide and Coastal Waters,Vancouver,"This project uses samples collected through trawl surveys conducted under the International Year of the Salmon to combine Compound-Specific Isotope analysis with diet analysis to resolve competitor interactions among salmon and other species in the East North Pacific. Bulk-isotope analyses indicate that there is a high degree of trophic overlap between other taxa that co-occur with salmon, such as myctophids, squid, and jellyfish indicating a significant source of competition. This information will support the development of a food-web model to determine how competitor interactions impact grown and survival of salmon on the high seas. ","The North Pacific Anadromous Fish Commission (NPAFC)
Pacific Salmon Foundation
Mitacs",Understanding salmon ecosystems,Marine ecosystems,y
BCSRIF,BCSRIF_2022_426,Investigation of water acidification and habitat on imprinting and homing in Pacific salmon,2,"University of British Columbia (Vancouver), Department of Zoology",Fraser and Interior,Vancouver,"Led by the University of British Columbia Department of Zoology, this project will aim to identify how changes in the environment can impact a salmons olfactory response during different life history phases. This will improve understanding of how rearing conditions can affect physiology during key periods when salmon undergo olfactory imprinting on natal habitats, and how captive rearing conditions can be managed to limit impacts on imprinting. ","BC Ministry of Land and Water Resource Stewardship
",Understanding salmon ecosystems,Freshwater ecosystems,y
BCSRIF,BCSRIF_2022_427,Fish Passage Restoration in Gitksan Territory,2,Skeena Fisheries Commission,Central Coast and the North,Terrace,"The Skeena Fisheries Commission, in partnership with Gitksan Watershed Authorities will undertake activities to restore fish passage and utility of upstream habitats by replacing fish barriers in Gitksan Territory on the Skeena River watershed. This project provides opportunities for training of fisheries technicians and youth, and will support continued restoration efforts in the area. ","North Coast Skeena First Nations Stewardship Society (NCSFNSS)
Gitksan Watershed Authorities (GWA)
North Coast DFO Salmonid Enhancement Program and Resource Restoration Unit ",Restoration and recovery,Restoration prioritization,y
BCSRIF,BCSRIF_2022_430,Resilient Estuaries in the Salish Sea: Phase Two (Baseline Assessments and Ground-truthing),2,SeaChange,South Coast,Strait of Georgia,"The Resilient Estuaries in the Salish Sea: Phase Two (Baseline Assessments and Ground-truthing) project will build upon research completed in partnership with the Pacific Salmon Foundation and will provide baseline assessments of critical salmonid habitats in the highly resilient estuaries identified during that work. In light of current and forecasted climate impacts, the project will focus on smaller estuaries with attributes that make them more resilient to the impacts of climate change. These estuarine systems provide critical nearshore habitats for salmonids in the Salish Sea bioregion and needed habitat connectivity between the large estuaries of the Salish Sea.This will allow us to refine the recommendations in the DRAFT Restoration and Conservation Action Strategy Plan also formulated as part of Phase One and will set up community and First Nations-led restoration and conservation efforts anticipated to be undertaken in Phase Three.","Pacific Salmon Foundation (PSF)
Jacklyn Barrs, World Wildlife Fund (WWF)
Peninsula Streams and Shorelines (PSS)
Coastal Restoration Society        
Dept. of Fisheries and Oceans
BC Parks
Parks Canada
Islands Trust
Local Land Conservancies",Understanding salmon ecosystems,Marine ecosystems,y
BCSRIF,BCSRIF_2022_433,Towards food security: restoring salmon and their habitat,2,Office of the Wet’suwet’en,Central Coast and the North,Houston and Smithers are closest towns.,"Our project aims to assess, monitor, and rebuild salmon populations and their habitat throughout Wet’suwet’en ancestral territory. While abundant salmon populations once provided annual sustenance to the Wet’suwet’en people, such abundance and diversity has largely eroded over the last several decades to the point of no longer fulfilling our community’s needs. There is an urgent need to restore our lands and waters that have been degraded due to logging, road building, agriculture, highway, railway, and urban development, and to rebuild our salmon populations to a level of abundance that can sustain our annual food needs and provide for the surrounding biological community. We will accomplish this through a multi-pronged approach that partners with academics, local environmental organizations, First Nation, government, and watershed groups to undertake activities recently deemed of high priority. Broadly, these include: engaging with local land users to stabilize streambanks and rebuild riparian structure in the most degraded habitats, develop robust rebuilding plans for culturally important and highly diminished species and populations, and improve monitoring data for such populations to assess effectiveness of ongoing habitat restoration and rebuilding efforts.","A Rocha
Morice Water Monitoring Trust
DFO
Gixsan Watershed Authority
",Restoration and recovery,Recovery and rebuilding programs,y
BCSRIF,BCSRIF_2022_435,Colquitz River Salmonid Restoration and Monitoring Project,2,Peninsula Streams Society,South Coast,Victoria,"PSS is proposing to undertake projects to support Greater Victoria's urban salmon ecosystems. Through assessments and restoration they will work to develop the key priorities for sustainable salmon habitats within the contexts of Indigenous knowledge, science, urbanization, and climate change.  Working collaboratively with partners, PSS will create a shared vision of active and effective salmon stewardship in select culturally and significant watersheds.","Pacific Salmon Foundation
District of Saanich
BC Community Gaming Grants
BC Province - Dept of Forest, Fish and Wildlife
BC Conservation Foundation
",Understanding salmon ecosystems,Freshwater ecosystems,y
BCSRIF,BCSRIF_2022_436,"Establishing baselines, risks, and mechanisms of thiamine deficiency in British Columbia Chinook salmon",2,"University of British Columbia (Vancouver), Institute for the Oceans and Fisheries",South Coast,"S Strait of Georgia,east of Vancouver Island,Fraser River,Howe Sound,Juan de Fuca Strait","Thiamine (vitamin B1) deficiency complex (TDC) is a rapidly emerging issue impacting Chinook salmon in California and Alaska, but has received extremely limited evaluation in British Columbia. TDC may already be a factor in BC Chinook declines, and is expected to be a burgeoning issue under climate change. Thiamine is derived from prey in the marine environment and levels in predators vary in response to changing ocean conditions and diet. This project will provide baseline knowledge of the status of thiamine in BC Chinook salmon by: 1) determining thiamine levels in eggs and river entry fish from populations representative of life history types; 2) establishing the thiamine attributes of Chinook prey species; and 3) evaluating links between thiamine status of Chinook and mechanisms of TDC. This project will identify populations experiencing or at risk of TDC, guide realistic mitigation strategies in hatcheries, and inform prediction of future change.","Bon Chovy Fishing Charters
University of Washington
Pacific Salmon Foundation
Fisheries and Oceans Canada Salmonid Enhancement Program",Understanding salmon ecosystems,Marine ecosystems,y
BCSRIF,BCSRIF_2022_438,Highway 16 and CN Corridor Stranding Remediation/Willow Creek Arch Culvert/Mid-Scully Creek Spawning Gravel Addition.,2,Kitsumkalum Indian Band,Central Coast and the North,Highway16betweenTerracePrince RupertWillow CreekCrossingofJohnstone RoadNorth TerraceLakelse Lake,"Building on feasibility studies funded through a previous BCSRIF intake, this project will implement designs to improve identified fish stranding sites along the Highway 16 corridor between Prince Rupert and Terrace along the lower Skeena River. This work will be led by Kitsumkalum Band Fish and Wildlife Department, in collaboration with BC Parks, CN Rail, Ministry of Transportation (MoTI), and DFO with the goal to provide 2-way fish passage and additional spawning and rearing habitat, as well as reducing fish stranding mortality.  ","DFO 
MoTI 
FLNRORD 
Regional District of Kitimat-Stikine 
Lakelse Watershed Stewards Society
Kitsumkalum Band 
Westland Resources 
",Restoration and recovery,Recovery and rebuilding programs,y
BCSRIF,BCSRIF_2022_439,Nanwakolas 50 Watersheds Project,2,Nanwakolas Council Society,South Coast,Campbell River,"The Nanwakolas 50 Watersheds Project is an Indigenous-led science partnership and research project to understand, and develop tools to address, the threats posed by climate change and forest management on salmon populations and their habitat. The project will comprise of three collaborative science research areas: climate-salmon research, forestry-salmon research, and environmental DNA-salmon research. The study is based on a nested design across the territories of the Nanwakolas-member First Nations and include a broader territorial scale collection of stream temperature data to validate, build and improve predictive models as well as a smaller scale focused study on select watersheds with a more intensive assessment of stream temperature and ecosystems including eDNA collection. This research will also integrate LiDAR-derived characterizations of the focal watersheds to quantify the effect of forestry and watershed variability on water temperature and salmon ecosystems. 

Partners on this project include five  member First Nations of the Nanwakolas Council, including the leadership and Guardians of the Wei Wai Kai, Wei Wai Kum, Tlowitsis, Mamalilikulla and the K’omoks First Nations, all of whom were engaged in the development of this project, as well as the Hakai Institute, Department of Fisheries and Oceans, Coast Area Research Section of BC Ministry of Forests, as well as scientists from Ecosfish Research, the University of British Columbia, University of Ottawa, and Simon Fraser University.

","Hakai Institute
Ecofish Research Ltd. 
BC Ministry of Forests - Coast Area Research Section 
University of British Columbia 
University of Ottawa
Simon Fraser University 
Nanwakolas member-Nations’ territories: Heydon Creek, Apple River, Fulmore River, Tuna Creek, Read Creek, Lull Creek, Salmon River, Puntledge River, Quinsam River, Eve River, Mamalilikulla First Nation, Musgamagw Dzawada’enuxw, Mamalilkulla First Nation, K’omoks, Tlowtisis, and Da’naxda’xw Awaetlala First Nations
Pacific Salmon Foundation Salmon Watersheds Program 
Broughton Archipelago Transition Initiative 	
Wei Wai Kum and We Wai Kai 
Nature Trust BC 
Salmon Coast Field Station Society 

 

",Data management and tools,Data and modelling to support decision making,y
BCSRIF,BCSRIF_2022_442,Identifying factors that influence early marine survival of WCVI Chinook salmon,2,Pacific Salmon Foundation,South Coast,West Coast Vancouver Island,"Our project brings together a broad group of Indigenous and non-Indigenous collaborators to evaluate timing and causes of mortality in west coast Vancouver Island (WCVI) Chinook salmon during early marine residence. We will use PIT-tagging to estimate survival, and combine these estimates with individual-based measures of environmental stress using cutting-edge gene-expression tools (“Fit-Chips”). Additionally, we will monitor environmental DNA (eDNA) to determine key rearing habitats, availability of prey, and presence of predators and pathogens across spatial and temporal scales.

Our project will fill key information gaps pertaining to at-risk Chinook populations, prescribed for rebuilding under the Fisheries Act. Ultimately, the findings will help to inform targeted habitat restoration, protection, and enhancement efforts for WCVI Chinook salmon. Adding to ongoing collaborations with WCVI First Nations, DFO, local NGOs, and PSF’s Salmon Bottlenecks project, we will leverage extensive experience, expertise, and infrastructure already in place to deliver the most comprehensive investigation to date of early marine survival in WCVI Chinook salmon.","Pacific Salmon Foundation 
DFO Science Branch
Mitacs",Assessments,Life cycle assessment - Follow The Fish,y
BCSRIF,BCSRIF_2022_442,Identifying factors that influence early marine survival of WCVI Chinook salmon,2,Pacific Salmon Foundation,South Coast,West Coast Vancouver Island,"Our project brings together a broad group of Indigenous and non-Indigenous collaborators to evaluate timing and causes of mortality in west coast Vancouver Island (WCVI) Chinook salmon during early marine residence. We will use PIT-tagging to estimate survival, and combine these estimates with individual-based measures of environmental stress using cutting-edge gene-expression tools (“Fit-Chips”). Additionally, we will monitor environmental DNA (eDNA) to determine key rearing habitats, availability of prey, and presence of predators and pathogens across spatial and temporal scales.

Our project will fill key information gaps pertaining to at-risk Chinook populations, prescribed for rebuilding under the Fisheries Act. Ultimately, the findings will help to inform targeted habitat restoration, protection, and enhancement efforts for WCVI Chinook salmon. Adding to ongoing collaborations with WCVI First Nations, DFO, local NGOs, and PSF’s Salmon Bottlenecks project, we will leverage extensive experience, expertise, and infrastructure already in place to deliver the most comprehensive investigation to date of early marine survival in WCVI Chinook salmon.","Pacific Salmon Foundation 
DFO Science Branch
Mitacs",Assessments,Life cycle assessment - Follow The Fish,y
BCSRIF,BCSRIF_2022_444,Enhancing Estuary Resilience: A Collaborative Approach to the Monitoring and Restoration of Estuaries with Coastal First Nations,2,Nature Trust of British Columbia (NTBC),BC Wide and Coastal Waters,BC Wide and Coastal Waters,"Through our ‘Enhancing Estuary Resilience: A Collaborative Approach to the Monitoring and Restoration of Estuaries with Coastal First Nations’ initiative, The Nature Trust of British Columbia (NTBC) will continue and expand monitoring and research to assess estuary resilience to sea-level rise and other climate impacts across the coast of BC using the Marsh Resilience to Sea Level Rise (MARS) tool and will work with our existing and expanded First Nations partnerships to identify additional estuary restoration opportunities. Funding provided through this project will also be used to augment restoration activities proposed for the Cowichan River estuary to restore core natural estuarine processes and will allow NTBC and First Nations partners to continue to monitor and adaptively manage previously completed restoration projects at the Salmon and Nanaimo River estuaries. The NTBC partners with 15 First Nations and Tribal Councils, environmental organizations, and academic institutions to implement collaborative monitoring and research across the coast of BC.","Federal and Provincial governments
ENGO partner organizations
WCCLMP (Management Committee) 
DFO Resource Restoration Unit
15 coastal First Nations and Tribal Councils 
Broughton Aquaculture Transition Initiative (BATI) 
Mamalilikulla First Nation (Hoyeha River estuary) 
Simon Fraser University Salmon Watersheds Lab (SWL)
US National Oceanic and Atmospheric Administration (NOAA) Office for Coastal Management 
US National Estuarine Research Reserve System (NERRS)
Hakai Institute ",Understanding salmon ecosystems,Marine ecosystems,y
BCSRIF,BCSRIF_2022_447,Xá:y Syí:ts’emílep: Gill Bar Restoration and Management Plan,2,Stó:lo Service Agency,Fraser and Interior,Chilliwack,"The project aims to implement an Indigenous-led approach to researching, restoring, and conserving the Gill Bar area of the Fraser River. The project team along with technical professionals of the S’ólh Téméxw Stewardship Alliance, aim to assess the Gill Bar for habitat destruction related to the impacts of long term heavy recreational use and to conduct an inventory of the habitats and species use. These findings will then feed into an in-river island management plan and associated restoration works. The project will be conducted in collaboration with academic partners at the River’s Institute at BC Institute of Technology. The City of Chilliwack is also partnering on the project as they work on a complementary plan to co-manage the land use of the area with the Pelólhxw Tribe. ","DFO - Salmonid Enhancement Program, DFO - Resource Restoration Unit, BC Ministry of Forests and Ministry of Land, Waters and Natural Resource Stewardship",Restoration and recovery,Restoration prioritization,y
BCSRIF,BCSRIF_2022_448,Chilako River and Tributary Stream Corridor Restoration Demonstration,2,Lheidli T’enneh First Nation,Fraser and Interior,Prince George,"The Chilako River and Tributary Restoration is a Lheidli T’enneh led initiative that takes a strategic, process based approach to recovering impacted spawning and rearing habitat. The key activities include the use of low-tech, process based techniques to restore riparian vegetation on riverbanks and tributary floodplains. The objectives are to rehabilitate stream and river corridors such that stability exists during valley wide floods and the floodplain remains connected to the river during the extreme summer low flows. The project team includes 4 levels of government, local NGO’s, academia, industry and an extensive list of private landowners who all work together in the interest of River Corridor restoration. ",,Restoration and recovery,Restoration prioritization,y
BCSRIF,BCSRIF_2022_449,"Analysis of forestry effects on Pacific salmon in Musgamagw Dzawada’enuxw territory and across
coastal BC.",2,Salmon Coast Field Station Society,South Coast,Broughton Archipelago.,"The project will be four components (i) provide a quantitative and qualitative history of forestry and salmon in Musgamagw Dzawada’enuxw territory, (ii) quantify the effects of forest harvesting histories on salmon abundance for all Pacific salmon species in coastal BC, (iii) establish a temperature, sedimentation, and dissolved oxygen monitoring system in salmon watersheds of Musgamagw Dzawada’enuxw territory to quantify stream temperatures and water quality in relation to forestry activity and support a centralized database of stream temperatures coast-wide initiated by the PSF, and (iv) develop a new non-invasive method for studying salmon stress responses using environmental DNA technology and applies it to salmon in relation to temperature and environmental variation across watersheds in Musgamagw Dzawada’enuxw territory. The project components will thus provide proximate empirical data on the environmental conditions of salmon habitats, salmon stress, growth, and immune responses to their stream environments, as well as population level relationships from salmon and forestry timeseries. The outcomes of the project will provide detailed histories of forestry and salmon in the watersheds of Musgamagw Dzawada’enuxw territory, new fieldwork with which to analyze how forestry practices and history interact with climate change to affect salmon, and a quantitative analysis of salmon population responses to forestry histories across the full British Columbia coast.",,Understanding salmon ecosystems,Freshwater ecosystems,y
BCSRIF,BCSRIF_2022_450,Gwa’sala ‘Nakwaxda-xw Fully-Integrated Salmon Habitat Restoration Project (GNN-FISHR),2,Gwa’sala ‘Nakwaxda’xw Nations,Central Coast and the North,Smith Inlet/Seymour Inlet,"The Gwa’sala ‘Nakwaxda-xw project will focus on salmon habitat restoration and enhancement in Smith Inlet and Seymour Inlet on the Central Coast. This will include upgrades to the Warner Bay Hatchery, Seymour Inlet stock monitoring, and restoration activities along the Nekite River, in partnership with experts in habitat restoration and informed by Traditional Knowledge holders. This multi-phased approached will employ a strategy of integrated ecosystem repair and monitoring to support healthy stock levels and  rebuilding initiatives. ","Gwanak Resources
DFO
Great Bear Rainforest Tours
BC FLNRO
",Restoration and recovery,Restoration prioritization,y
BCSRIF,BCSRIF_2022_451,Boundary Bay Chinook salmon restoration in the TA’TALU watershed,2,A Rocha Canada,South Coast,Surrey,"A Rocha Canada will assess the status of the Boundary Bay Chinook salmon conservation unit (CU) and its habitat in the TA'TALU (Little Campbell River) watershed, with the overarching goal of improving the sustainability of the CU in this system. The Boundary Bay Chinook salmon population is currently data deficient and was recently listed as Threatened under COSEWIC. A Rocha will implement a coded wire tag (CWT) study to assess the status of the Boundary Bay Chinook salmon CU, in addition to conducting a bio-cultural (ecological and Indigenous knowledge) assessment of the watershed with a focus on Chinook habitat, implementation of instream and riparian restoration to repair degraded Chinook habitat, and support Semiahmoo FN efforts to reinstate a First Salmon Ceremony.","Little Campbell Hatchery 
DFO FIA StAD
Salish Sea Indigenous Guardians Association ",Understanding salmon ecosystems,Salmon population monitoring,y
BCSRIF,BCSRIF_2022_453,Establishing a Test Fishery for Chinook Salmon in key areas of the BC Coast,2,Sport Fishing Institute of BC,South Coast,BC Wide and Coastal Waters,"This project will operate a Pilot program to develop a Test Fishery for Chinook Salmon to be used to supplement and verify stock composition data used in the development and management of Marked Selective Fisheries (MSF) for Chinook Salmon.  Key areas have been identified, PFMA areas 18 to 21 where there is a lack of sufficient data or existing data is out of date.  Professional Charter Vessels will be hired to conduct Test Fishing in these areas to obtain detailed catch  data and biological samples of each Chinook encountered.  These detailed samples will be used  to better understand Stock Composition and timing in these areas. ","DFO Science and Fishery Management 
BC Sports Fishing Institute ",Fishery monitoring and harvest techniques,Fishery monitoring and harvest techniques,y
BCSRIF,BCSRIF_2022_454,FRIM – Short term mortality holding and respirometry studies,2,Sport Fishing Institute of BC,South Coast,Bamfield,"This project will build on a previously funded Fisheries Related Incidental Mortality (FRIM) study led by the Sport Fishing Institute to expand the work to include Coho salmon, in addition to Chinook. This study will utilize best practices developed in the previous study to better understand FRIM in the recreational Coho fishery on West Coast Vancouver Island, and will be further advanced by a new component to study affects of fisheries interactions on fish metabolism. This information will be used to expand the Best Practices Handbook developed in 2020. ","UBC Salmon Ecology Lab
Bamfield Marine Sciences 
Huuayaht First Nation",Fishery monitoring and harvest techniques,Fishery monitoring and harvest techniques,y
BCSRIF,BCSRIF_2022_456,Informed Approaches to Determine Bottlenecks to Survival for Chinook and Coho Salmon and Steelhead,2,Pacific Salmon Foundation,South Coast,Vancouver Island,"This work will utilize and refine Passive Integrated Transponder (PIT) tag architecture (data collection application, tagging methods, capture methods, and PIT antennas and arrays) developed through the ongoing BCSRIF-funded “Bottlenecks Program” to track individual fish and provide new insights into survival in the South Coast. The survival of wild and enhanced Chinook and coho salmon will be compared within and between river systems and enhancement strategies (e.g. standard versus late release, smolt versus fed-fry), with tags applied and detected across multiple life history stages to identify periods of higher mortality (“bottlenecks”). Tag detections will also produce run-timing curves, straying rates, and terminal mortality rates. Focused activities will investigate size at ocean entry and migration patterns in the marine environment, information necessary to refine PIT-tag based survival models and understand life-history diversity. PIT tag-based stage-specific survival estimates will compliment studies of potential mediators of survival bottlenecks; environmental and anthropogenic influences on freshwater emigration, starvation in the first winter at sea, fishing-related incidental mortality (FRIM), and in-river pinniped predation. Collectively this work will greatly expand the understanding of factors limiting Chinook and coho salmon survival, suggest strategies to increase productivity, and leave a legacy of refined assessment approaches.""This project will build on a previously funded Fisheries Related Incidental Mortality (FRIM) study led by the Sport Fishing Institute to expand the work to include Coho salmon, in addition to Chinook. This study will utilize best practices developed in the previous study to better understand FRIM in the recreational Coho fishery on West Coast Vancouver Island, and will be further advanced by a new component to study affects of fisheries interactions on fish metabolism. This information will be used to expand the Best Prac","British Columbia Conservation Foundations (BCCF) 
Cowichan Tribes
Snuneymuxw First Nation
A-Tlegay Fisheries Society
K'ómoks First Nation 
Kintama Research Services
Salmon Coast Field Station
UC Davis - Sustainable Aquaculture and Coastal Systems
University of Victoria - Department of Biology",Assessments,Life cycle assessment - Bottlenecks to survival,y
DFO Science,2400,"Assessment of SEP Chinook and Coho broodstock ELISA screening data by modelling for explanatory variables, and yearling DFAT prevalence data by modelling for predictive variables.",NA,NA,,Spius Creek;#Puntledge River;#Nitinat,"Screening salmon brood stock for bacterial kidney disease has allowed hatcheries to reduce the disease in young salmon and returning adults. Hatcheries now have 16 years of disease test data along with genetic (parentage) information. This hatchery study collects disease data and genetics from Chinook and coho at the Spius, Puntledge, and Nitinat hatcheries
 to model variables that could improve hatchery methods.",,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,1261,Salmon Marine Interactions - SMI - COE Section,NA,NA,,,,,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2394,Enhanced salmon bycatch monitoring and sampling in the Pacific region groundfish trawl fishery,NA,NA,,,"Groundfish trawls (non-salmon) are prohibited from selling or trading salmon bycatch, yet these commercial fisheries catch large numbers of salmon without management measures. This harvest sampling study counts salmon bycatch by species and collects tags (coded wire tags) and DNA from Chinook to estimate the total catch rate by stock, especially stocks of concern.",,Fishery monitoring and harvest techniques,Fishery monitoring and harvest techniques,y
DFO Science,2397,Identifying good practices for considering Indigenous Knowledge in Rebuilding Plan targets and stock assessment reference poi,NA,NA,,,"Indigenous knowledge includes countless generations of place-based Pacific salmon experience that cannot be recreated or measured. Guided by the Eptuaptmumk (“Two-Eyed Seeing”) framework, we are partnering with First Nations on the West coast of Vancouver Island (WCVI) and University of Victoria to identify rebuilding targets and reference points for Chinook salmon that pair Indigenous Knowledge Systems with Western Science, based on interviews and focus groups with Indigenous Knowledge holders and a review of assessment literature.",,Assessments,Life cycle assessment - Follow The Fish,y
DFO Science,2398,WCVI Sediment Transport and Redd Scour Assessment,NA,NA,,Tranquil Creek,"Climate change influences freshwater flows and sediment movement during the salmon egg incubation stage. Frequent high-severity flows can impact egg survival rates due to redd scour events and sediment deposition. This research develops and assesses methods for measuring redd scour and sediment deposition that may impacts redds to inform salmon habitat restoration, enhancement, and rebuilding efforts.",,Assessments,Life cycle assessment - Follow The Fish,y
DFO Science,2399,Risk Assessment Method for Salmon – Development for Regional Implementation,NA,NA,,,"Researchers in 2010 developed a tool called the Risk Assessment Method for Salmon that uses population and ecosystem information to identify and prioritize salmon population bottlenecks at different life stages. The tool constantly evolves, but currently uses awkward technology and lacks marine information. This stock management support project updates regional salmon information including marine and freshwater life stage information and converts the old Excel program to a more visual and user-friendly R programming design.",,Data management and tools,Data and modelling to support decision making,y
DFO Science,2401,Epidemiological modeling of infectious hematopoietic necrosis virus in Sockeye salmon,NA,NA,,Okanagan;#Nadina Hatchery;#Fulton Hatchery;#Pinkut Hatchery;#Weaver Creek Spawning Channels,"Long-term monitoring of the salmonid virus “infectious hematopoietic necrosis virus,” which can be deadly for sockeye, shows annual and geographic fluctuations between stocks, but for unknown reasons. This study examines IHNV prevalence across different watersheds, sockeye stocks, and environmental conditions in an effort to identify those factors responsible for driving IHNV prevalence and/or influencing disease within sockeye salmon populations.",,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2402,Quantifying Yukon Chinook migration mortality and its implications for fisheries management and rebuilding under the Fish Stock Provisions of the Fisheries Act,NA,NA,,Yukon River,"Yukon River Chinook numbers have been declining and a questionable proportion of returning adults do not migrate past the border between Alaska and Canada. This transboundary tracking study uses radio-telemetry from towers and arial surveys to expand Alaska’s Chinook tagging efforts and locate the area and cause of the drop in numbers using death rate, migration speed, and timing.",,Fishery monitoring and harvest techniques,Fishery monitoring and harvest techniques,y
DFO Science,2403,San Juan River Adult and Juvenile Assessment Program,NA,NA,,San Juan River;#Port San Juan;#4 Mile Creek,"Pacheedaht First Nation (PFN) have extensive monitoring and restoration projects underway in the San Juan Watershed, but some data gaps for San Juan Chinook still exist, and more detailed biological sampling is required. DFO Salmon Stock Assessment and PFN developed a holistic lifecycle monitoring program for San Juan Chinook through operation of a freshwater rotary screw trap, marine purse seining, and microtrolling, allowing researchers to monitor Chinook across all life stages and compare traits of natural and hatchery origin. ",,Understanding salmon ecosystems,Salmon population monitoring,y
DFO Science,2404,"Improving baseline knowledge of environmental conditions in Vancouver Islands fjords through observations and modelling, with a focus on hypoxia dynamics, climate change, and the potential implications for Pacific salmon",NA,NA,,Clayoquot Sound,"Low-oxygen (hypoxia) conditions have been observed near the surface in salmon migration inlets on west coast Vancouver Island. The ecosystem monitoring component of this study measures salinity, temperature, and oxygen at different depths in Clayoquot Sound fjords in collaboration with Indigenous groups to establish present-day baseline conditions. The modelling component helps understand the drivers of hypoxia and how they may change in the future. Will salmon have to face more or less hypoxic conditions while migrating?",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2405,Biological models to support prioritizing salmon stocks under future climates,NA,NA,,Pacific Biological Station;#PSEC West Vancouver;#IOS Sidney,"Predicting how salmon stocks respond to climate change is difficult because salmon life stages span diverse habitats seasonally. This modelling project studies the relationships between salmon survival and environmental data in freshwater and marine habitats, then applies those relationships to more specific stocks with less available information.  By modelling these relationships across all salmon stocks, decision-makers are better able to predict the state of salmon stocks under a variety of climate change scenarios.",,Understanding salmon ecosystems,Climate change vulnerabiliity,y
DFO Science,2406,"Changing coastal productivity: Using sediment cores, water properties and archived plankton data to identify changes at the bottom of the food web in BC’s coastal waters",NA,NA,,,"Has climate change reduced the amount of plankton at the bottom of the food web in BC waters, reducing the carrying capacity for salmon? Have smaller phytoplankton replaced diatoms, lengthening the food chain and making food less nutritious for salmon? This study uses chemical markers in sediment cores and water samples to investigate food web changes in BC coastal inlets.",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2407,Follow the Fish: An integrated Chinook salmon assessment and monitoring program for the West Coast of Vancouver Island,NA,NA,,Stamp River;#Sarita River;#Nitinat;#Barkley Sound,"Juvenile Chinook salmon utilize nearshore marine ecosystems along the West Coast during their first marine year. This monitoring project samples juvenile Chinook during year-round salmon surveys in estuarine and marine waters along the WCVI. Researchers are characterizing fish distribution and health (condition, diet, growth) to understanding what factors may be limiting early marine survival.  ",,Assessments,Life cycle assessment - Follow The Fish,y
DFO Science,2408,"Improvement, Expansion and Modernization of Salmonid Health Diagnostic Services For Optimizing Salmonid Hatchery Health Management.",NA,NA,,Pacific Biological Station;#Fulton Hatchery;#Nadina Spawning Channels;#Chehalis River Hatchery;#Quinsam River;#Inch Creek Hatchery;#Nanaimo River Hatchery;#Big Qualicum River Hatchery,"Salmon disease testing methods have greatly expanded in the last decade resulting in increased accuracy and decreased turnaround time; implementation of these tests will increase the Finfish Diagnostic Laboratory’s diagnostic capacity. This hatchery lab project collects tissue samples from broodstock and young salmon to confirm new methods are sensitive and specific to pathogens of interest. Once validated, these tests will be used by the Finfish Diagnostic Laboratory.  ",,Science to support hatchery modernization,Fish health and hatchery practices,y
DFO Science,2409,Convergent tracks: a tagging study to quantify salmon predation by sea lions,NA,NA,,Triangle Island;#Haida Gwaii,"Steller sea lions are hypothesized to feed on large numbers of adult Fraser River sockeye salmon when the salmon migrate past Triangle Island, near northern Vancouver Island. This project tags sockeye salmon and Steller sea lions, and also analyzes sea lion diets, to determine if the area is a survival bottleneck.",,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2410,Improved decision making for salmon by understanding the threats of freshwater Aquatic Invasive Species both now and in the future,NA,NA,,,"Aquatic Invasive Species (AIS) continue to be introduced and expand their ranges aided by climate change, threatening biodiversity and Pacific salmon survival. This risk assessment study targets over 400 invasive species within or approaching five freshwater ecoregions in BC. Researchers developed a Non-Indigenous Species Screening Tool (NISST) that allows managers to prioritize the (AIS) threats when creating regulations and salmon recovery plans.",,Data management and tools,Data and modelling to support decision making,y
DFO Science,2412,"Investigation of the impacts of singular and coinciding acute climate stressors on the nutritional quality of the pteropod Limacina helicina, a juvenile Pacific salmon dietary species",NA,NA,,PBS Nanaimo;#PSEC West Vancouver,Ocean warming and acidic upwelling changes the zooplankton food web for young salmon in the Northeast Pacific. This project measures the survival and nutritional value of pteropods (zooplankton) under different temperatures and acidic conditions in a lab. Researchers then compare lab findings to natural zooplankton conditions.,,Understanding salmon ecosystems,Marine ecosystems,y
DFO Science,2413,Barkley Sound and Clayoquot Sound Krill Monitoring,NA,NA,,Barkley Sound;#Clayoquot Sound,"Krill, a type of zooplankton, are a critical component of the marine food webs and important part of juvenile salmon diets. This ecosystem monitoring program collects krill on a monthly basis in two key feeding areas for early marine juvenile salmon along the west coast of Vancouver Island. We are monitoring how the amount and nutritional value (fats, protein and total energy) of krill varies with season and ocean conditions (temperature, salinity, and oxygen). ",,Understanding salmon ecosystems,Marine ecosystems,y
